t	moyenne BV
33342	0,0833333333
33343	0
33344	0
33345	4,1666666667
33346	41,5
33347	36,9166666667
33348	2,8333333333
33349	3,25
33350	36
33351	2
33352	0,25
33353	1,8333333333
33354	0
33355	6,1666666667
33356	2,6666666667
33357	79,3333333333
33358	103,4166666667
33359	9,8333333333
33360	2
33361	3,5833333333
33362	27,8333333333
33363	57,0833333333
33364	21,8333333333
33365	8,4166666667
33366	3,4166666667
33367	0
33368	17,6666666667
33369	6,4166666667
33370	1,5
33371	2,8333333333
33372	7
33373	18,4166666667
33374	14
33375	0,25
33376	0
33377	0
33378	0
33379	0
33380	0
33381	0
33382	0
33383	0
33384	0
33385	0
33386	0
33387	0
33388	0
33389	0
33390	0
33391	0
33392	0,5
33393	0
33394	69,75
33395	64
33396	64,0833333333
33397	14,75
33398	41,0833333333
33399	52,9166666667
33400	0
33401	1,1666666667
33402	17,5
33403	8,25
33404	13,6666666667
33405	12,5833333333
33406	21
33407	36,3333333333
33408	51,75
33409	52,25
33410	8,3333333333
33411	44,8333333333
33412	10,8333333333
33413	13,9166666667
33414	22,1666666667
33415	22,75
33416	36,6666666667
33417	28,0833333333
33418	0,8333333333
33419	0
33420	26
33421	54,1666666667
33422	1,9166666667
33423	0
33424	8,9166666667
33425	13,3333333333
33426	6
33427	0,1666666667
33428	0,5
33429	0
33430	0
33431	8,5833333333
33432	117,9166666667
33433	6,6666666667
33434	1,0833333333
33435	0
33436	0
33437	16
33438	3,3333333333
33439	0,8333333333
33440	0
33441	0
33442	25,5833333333
33443	42,0833333333
33444	109,5833333333
33445	2,0833333333
33446	0
33447	0
33448	10,8333333333
33449	113,25
33450	31,75
33451	4,25
33452	0,1666666667
33453	0
33454	0
33455	0
33456	0
33457	112,25
33458	37,1666666667
33459	0
33460	0
33461	0
33462	0,1666666667
33463	0
33464	0
33465	0
33466	6,8333333333
33467	0
33468	0
33469	0
33470	0
33471	4,8333333333
33472	31,4166666667
33473	4,5833333333
33474	0
33475	0
33476	0
33477	0
33478	0
33479	0
33480	0
33481	1,75
33482	40,5833333333
33483	1,3333333333
33484	0
33485	0
33486	0
33487	0
33488	0
33489	0
33490	0
33491	26,5833333333
33492	69,3333333333
33493	0,75
33494	0
33495	5,8333333333
33496	0,75
33497	3,25
33498	0,8333333333
33499	1
33500	0
33501	0
33502	0
33503	47,6666666667
33504	3,5
33505	11,9166666667
33506	143,1666666667
33507	99,6666666667
33508	35,75
33509	57,9166666667
33510	20,5
33511	14
33512	9,8333333333
33513	0
33514	0
33515	1,0833333333
33516	71,5
33517	9,75
33518	0,5
33519	0
33520	6,1666666667
33521	0
33522	77
33523	15,5
33524	5,5833333333
33525	0,5833333333
33526	0,3333333333
33527	32
33528	46,3333333333
33529	60,25
33530	9,1666666667
33531	10,5
33532	0,8333333333
33533	0,1666666667
33534	1
33535	0
33536	0,1666666667
33537	0
33538	6,25
33539	4,9166666667
33540	12,9166666667
33541	47,5833333333
33542	0
33543	43,5833333333
33544	15,8333333333
33545	107
33546	58,5833333333
33547	30,9166666667
33548	2,4166666667
33549	11,1666666667
33550	57,4166666667
33551	15,8333333333
33552	2,9166666667
33553	73,5833333333
33554	143,9166666667
33555	76,5833333333
33556	37,8333333333
33557	4,8333333333
33558	2,1666666667
33559	14,6666666667
33560	54,4166666667
33561	75,75
33562	18,5833333333
33563	3,3333333333
33564	1,25
33565	0,1666666667
33566	0
33567	0
33568	0
33569	0
33570	0
33571	0
33572	0
33573	0,25
33574	0,1666666667
33575	0
33576	0,0833333333
33577	0
33578	0
33579	0
33580	0
33581	0
33582	0
33583	0
33584	0
33585	0
33586	0
33587	0
33588	71,5
33589	73,75
33590	39,4166666667
33591	112,3333333333
33592	62,6666666667
33593	156,8333333333
33594	34,9166666667
33595	12,1666666667
33596	0
33597	0
33598	5,9166666667
33599	1,3333333333
33600	0
33601	0
33602	0
33603	0
33604	0,1666666667
33605	0
33606	0
33607	8,3333333333
33608	1,0833333333
33609	0
33610	0
33611	7,25
33612	39,25
33613	3,8333333333
33614	1,8333333333
33615	0,25
33616	0
33617	0
33618	0
33619	0
33620	0
33621	0
33622	19,75
33623	3,5
33624	0
33625	0
33626	0,1666666667
33627	0
33628	0
33629	0
33630	0
33631	0
33632	0
33633	0
33634	0
33635	0
33636	0
33637	25,5
33638	59,5833333333
33639	6,3333333333
33640	0
33641	0
33642	0
33643	42,4166666667
33644	42,1666666667
33645	43,5
33646	35,1666666667
33647	18,75
33648	34,1666666667
33649	27,3333333333
33650	36,4166666667
33651	5,1666666667
33652	0
33653	0
33654	0
33655	0
33656	0
33657	0
33658	0,8333333333
33659	0,4166666667
33660	0
33661	0
33662	0
33663	0
33664	9,75
33665	12,1666666667
33666	0
33667	0
33668	17,25
33669	0
33670	0
33671	0,3333333333
33672	0
33673	6,75
33674	4,6666666667
33675	67,75
33676	81,8333333333
33677	52
33678	30,3333333333
33679	1,0833333333
33680	0
33681	0,5833333333
33682	1,25
33683	0,8333333333
33684	44
33685	101,3333333333
33686	64,1666666667
33687	25,4166666667
33688	53,6666666667
33689	48,3333333333
33690	17,4166666667
33691	15,5833333333
33692	9,4166666667
33693	60,8333333333
33694	10,6666666667
33695	17,6666666667
33696	49,8333333333
33697	39,8333333333
33698	2,5833333333
33699	0,3333333333
33700	2,5
33701	0,1666666667
33702	0
33703	0
33704	0
33705	0
33706	6,4166666667
33707	3,4166666667
33708	49,3333333333
33709	73,25
33710	10,3333333333
33711	20,0833333333
33712	1,1666666667
33713	0
33714	0
33715	0
33716	3,0833333333
33717	6,75
33718	0,6666666667
33719	1,3333333333
33720	21,1666666667
33721	42,4166666667
33722	33,25
33723	7,75
33724	23,8333333333
33725	39,25
33726	3,5
33727	0
33728	0
33729	0
33730	0
33731	0,0833333333
33732	0,5
33733	18,5
33734	92,6666666667
33735	19,5833333333
33736	0
33737	0
33738	0
33739	0
33740	0
33741	0
33742	0
33743	0
33744	4,9166666667
33745	3,5833333333
33746	8,9166666667
33747	2,1666666667
33748	0,75
33749	70,3333333333
33750	29,25
33751	60,5
33752	71,8333333333
33753	50,6666666667
33754	27,6666666667
33755	140
33756	27,9166666667
33757	96,25
33758	69,9166666667
33759	32,5833333333
33760	6,5
33761	10,0833333333
33762	38,25
33763	53,5
33764	15,75
33765	38,6666666667
33766	4,1666666667
33767	37,8333333333
33768	0
33769	0
33770	0
33771	0
33772	0
33773	1,4166666667
33774	37,75
33775	122,4166666667
33776	13,4166666667
33777	4,0833333333
33778	78,5833333333
33779	49,8333333333
33780	15,1666666667
33781	22,0833333333
33782	0
33783	0
33784	28,25
33785	74,8333333333
33786	8,25
33787	2,6666666667
33788	49,5833333333
33789	97,1666666667
33790	69,0833333333
33791	28,5833333333
33792	0
33793	4,25
33794	6,5833333333
33795	55
33796	45,8333333333
33797	14,75
33798	1,75
33799	2,5833333333
33800	0,3333333333
33801	8,5
33802	17,0833333333
33803	0,9166666667
33804	0
33805	56,3333333333
33806	47,25
33807	0,8333333333
33808	0
33809	2,25
33810	0
33811	0
33812	0,0833333333
33813	0
33814	0
33815	0
33816	70,5833333333
33817	1,75
33818	0,25
33819	3,8333333333
33820	0
33821	0
33822	0
33823	33,4166666667
33824	1,3333333333
33825	65,5833333333
33826	5,75
33827	22,6666666667
33828	13,5
33829	73,75
33830	45,25
33831	0
33832	7,4166666667
33833	4,8333333333
33834	0
33835	14,8333333333
33836	41,5833333333
33837	14,75
33838	24,1666666667
33839	1,9166666667
33840	4,5
33841	0,75
33842	4,75
33843	5,6666666667
33844	106,4166666667
33845	19
33846	54,1666666667
33847	122,3333333333
33848	16,25
33849	80,8333333333
33850	30,25
33851	20,5833333333
33852	0
33853	0,5
33854	4
33855	0
33856	1,3333333333
33857	0,8333333333
33858	7,5
33859	0
33860	28
33861	22,5833333333
33862	0,1666666667
33863	0
33864	0,6666666667
33865	4,9166666667
33866	1,6666666667
33867	0
33868	114,5833333333
33869	50,1666666667
33870	5,4166666667
33871	12,1666666667
33872	0,1666666667
33873	1
33874	9
33875	19,4166666667
33876	6,75
33877	16,1666666667
33878	2,4166666667
33879	61,9166666667
33880	43,75
33881	12
33882	17,6666666667
33883	65,9166666667
33884	5,5
33885	0
33886	13,5
33887	17,3333333333
33888	0
33889	0,1666666667
33890	0
33891	11,1666666667
33892	41
33893	2,9166666667
33894	3,4166666667
33895	0,5833333333
33896	0
33897	18,9166666667
33898	28,25
33899	11,25
33900	77,5833333333
33901	75,25
33902	112,5833333333
33903	27,5833333333
33904	116,8333333333
33905	37
33906	12,9166666667
33907	2,0833333333
33908	0
33909	0
33910	39,5833333333
33911	36,1666666667
33912	6,5
33913	0,5
33914	0,75
33915	2,3333333333
33916	1,5833333333
33917	40,4166666667
33918	137,6666666667
33919	82,6666666667
33920	40,1666666667
33921	14,5833333333
33922	47,6666666667
33923	72,3333333333
33924	89,1666666667
33925	18,3333333333
33926	130,75
33927	8,8333333333
33928	47,1666666667
33929	86,5
33930	12,4166666667
33931	3,6666666667
33932	23,5
33933	60
33934	26,5
33935	46
33936	73,3333333333
33937	21,1666666667
33938	10,25
33939	4,4166666667
33940	138,0833333333
33941	102,5833333333
33942	130,3333333333
33943	2,75
33944	97,75
33945	12,75
33946	0,9166666667
33947	0
33948	0
33949	27,0833333333
33950	17,8333333333
33951	0,1666666667
33952	0
33953	0,3333333333
33954	0,8333333333
33955	0
33956	19,4166666667
33957	3,25
33958	1,6666666667
33959	11,8333333333
33960	3,5
33961	3,1666666667
33962	0
33963	0,1666666667
33964	0
33965	0
33966	0
33967	0
33968	0
33969	0
33970	0
33971	0
33972	0
33973	0
33974	2,6666666667
33975	25,5833333333
33976	14
33977	9,3333333333
33978	7,9166666667
33979	53
33980	223,5833333333
33981	42,1666666667
33982	33,0833333333
33983	0
33984	1,5
33985	0
33986	26,75
33987	3,5833333333
33988	3,3333333333
33989	0,75
33990	2,3333333333
33991	12
33992	19,6666666667
33993	102,0833333333
33994	1,75
33995	49,25
33996	47,0833333333
33997	4,9166666667
33998	8,8333333333
33999	0
34000	0
34001	0
34002	0
34003	0,1666666667
34004	0
34005	0
34006	6,75
34007	0,5
34008	0,5
34009	0
34010	0
34011	0
34012	0
34013	0
34014	0
34015	0,3333333333
34016	3,75
34017	7
34018	0,75
34019	6,5
34020	15,8333333333
34021	13,4166666667
34022	7,4166666667
34023	0,4166666667
34024	3,5833333333
34025	2,5833333333
34026	69,75
34027	26,25
34028	0,1666666667
34029	0
34030	0
34031	0,0833333333
34032	0,0833333333
34033	1,5833333333
34034	0,5
34035	0,0833333333
34036	0
34037	0
34038	0
34039	0
34040	0
34041	0
34042	0
34043	0
34044	1,6666666667
34045	0,1666666667
34046	0
34047	0
34048	1,8333333333
34049	11,5833333333
34050	36,0833333333
34051	0
34052	0
34053	0,5833333333
34054	0,6666666667
34055	0
34056	0
34057	0
34058	0
34059	36
34060	25,25
34061	0,4166666667
34062	52,25
34063	26,25
34064	75,75
34065	23,5833333333
34066	31,5833333333
34067	5,4166666667
34068	24,5
34069	35,9166666667
34070	27,0833333333
34071	35,4166666667
34072	41,8333333333
34073	25,1666666667
34074	13,75
34075	0,8333333333
34076	2,4166666667
34077	2
34078	0
34079	0,3333333333
34080	11,75
34081	20,6666666667
34082	31,75
34083	66,9166666667
34084	68,9166666667
34085	5,5
34086	0,6666666667
34087	34,4166666667
34088	55,0833333333
34089	113,0833333333
34090	30,9166666667
34091	10,3333333333
34092	0
34093	0
34094	0
34095	3,8333333333
34096	19
34097	63,3333333333
34098	40
34099	8
34100	34,5833333333
34101	11,25
34102	11,3333333333
34103	32,9166666667
34104	1,9166666667
34105	0
34106	7,4166666667
34107	62,5833333333
34108	108,3333333333
34109	24
34110	0
34111	0
34112	0
34113	0
34114	0
34115	49,75
34116	41,4166666667
34117	19,5833333333
34118	11,9166666667
34119	28,75
34120	0,5
34121	15,8333333333
34122	75,75
34123	6,6666666667
34124	0
34125	0
34126	1,3333333333
34127	0
34128	0
34129	68,9166666667
34130	40,5833333333
34131	85,3333333333
34132	64,8333333333
34133	17,3333333333
34134	90,4166666667
34135	8,75
34136	11
34137	2,9166666667
34138	0
34139	25
34140	18,4166666667
34141	10,4166666667
34142	33,8333333333
34143	4,1666666667
34144	0
34145	0
34146	0,75
34147	0,25
34148	1,3333333333
34149	21,4166666667
34150	21,9166666667
34151	37,0833333333
34152	27,25
34153	0
34154	0
34155	3,0833333333
34156	0
34157	0
34158	0
34159	14,0833333333
34160	5,5
34161	37,5833333333
34162	21,8333333333
34163	14,4166666667
34164	56,3333333333
34165	13,75
34166	2,9166666667
34167	2,9166666667
34168	11,6666666667
34169	51,4166666667
34170	19,3333333333
34171	10,9166666667
34172	0,3333333333
34173	0
34174	6,25
34175	25,5833333333
34176	7,1666666667
34177	45,5833333333
34178	14,0833333333
34179	5,5
34180	93,8333333333
34181	0,1666666667
34182	0
34183	0
34184	1,25
34185	3
34186	8,5
34187	0
34188	0,1666666667
34189	1
34190	19,0833333333
34191	12,5833333333
34192	0,0833333333
34193	2,25
34194	1
34195	47,8333333333
34196	3,5833333333
34197	0
34198	0
34199	0
34200	0
34201	0
34202	7,5833333333
34203	34,3333333333
34204	13,5
34205	1,3333333333
34206	0
34207	9,5833333333
34208	37,25
34209	0
34210	0
34211	0,1666666667
34212	0
34213	0
34214	0
34215	16
34216	1,25
34217	0,5
34218	0
34219	66,9166666667
34220	40,9166666667
34221	44,8333333333
34222	81,3333333333
34223	118
34224	60,0833333333
34225	108,4166666667
34226	98,6666666667
34227	73,25
34228	1,75
34229	0,1666666667
34230	0
34231	0,1666666667
34232	59,0833333333
34233	98,9166666667
34234	62,6666666667
34235	10,3333333333
34236	123
34237	59,0833333333
34238	6,5
34239	22,8333333333
34240	41,25
34241	14,25
34242	38,9166666667
34243	91,25
34244	44,6666666667
34245	42,8333333333
34246	125,5
34247	91,1666666667
34248	20,1666666667
34249	19,6666666667
34250	24,6666666667
34251	10,5
34252	64,6666666667
34253	83,5
34254	21,5
34255	109,5833333333
34256	165
34257	23,6666666667
34258	24,1666666667
34259	2,3333333333
34260	1,5
34261	0,25
34262	9,8333333333
34263	19,1666666667
34264	11,5
34265	32,6666666667
34266	1,25
34267	0
34268	0
34269	0
34270	0
34271	0
34272	0
34273	0
34274	0,0833333333
34275	0
34276	0
34277	0
34278	0
34279	5,5
34280	12
34281	5,5
34282	9,75
34283	68,1666666667
34284	12,6666666667
34285	0
34286	42,1666666667
34287	37,6666666667
34288	8,25
34289	0
34290	0
34291	0
34292	0
34293	0
34294	1,0833333333
34295	1,25
34296	2
34297	0
34298	0
34299	0
34300	0
34301	0
34302	12,9166666667
34303	73,6666666667
34304	3,0833333333
34305	7,8333333333
34306	1,3333333333
34307	3,9166666667
34308	1,6666666667
34309	3,25
34310	76,8333333333
34311	70,6666666667
34312	14,6666666667
34313	98,4166666667
34314	37,8333333333
34315	81,6666666667
34316	66,4166666667
34317	13
34318	72
34319	54,0833333333
34320	43,4166666667
34321	31,75
34322	147,1666666667
34323	145,25
34324	48,25
34325	89,3333333333
34326	77,6666666667
34327	61,75
34328	35,75
34329	7,0833333333
34330	6,5833333333
34331	18,3333333333
34332	41,6666666667
34333	81,4166666667
34334	104,1666666667
34335	74,5833333333
34336	32,0833333333
34337	96,0833333333
34338	67,25
34339	95,75
34340	51,5833333333
34341	9,8333333333
34342	8,0833333333
34343	8,25
34344	56,1666666667
34345	34,9166666667
34346	46,5
34347	38,5
34348	23,75
34349	24,25
34350	15,8333333333
34351	1,8333333333
34352	6,6666666667
34353	23
34354	1,6666666667
34355	1,3333333333
34356	9,5833333333
34357	39,0833333333
34358	72,75
34359	65,4166666667
34360	14,25
34361	52,6666666667
34362	2,75
34363	1,9166666667
34364	10,25
34365	0
34366	18
34367	117,1666666667
34368	92,1666666667
34369	19,5833333333
34370	12,6666666667
34371	5
34372	28,75
34373	9,4166666667
34374	13,3333333333
34375	1,8333333333
34376	20,5
34377	0,3333333333
34378	1
34379	24,25
34380	3
34381	0,25
34382	0
34383	4,4166666667
34384	18,1666666667
34385	89,6666666667
34386	17,3333333333
34387	31,5
34388	60,25
34389	40,0833333333
34390	6,5
34391	7,6666666667
34392	51,4166666667
34393	20,6666666667
34394	6,75
34395	60,9166666667
34396	25,25
34397	0
34398	11,4166666667
34399	0
34400	21,75
34401	1,25
34402	0
34403	0,0833333333
34404	6,4166666667
34405	14,75
34406	28,0833333333
34407	1,6666666667
34408	27,4166666667
34409	11,1666666667
34410	14,25
34411	15,9166666667
34412	110,1666666667
34413	51,5833333333
34414	40,5833333333
34415	6,25
34416	2,75
34417	4,4166666667
34418	17,25
34419	0
34420	0
34421	1,5
34422	2,75
34423	38,4166666667
34424	49,4166666667
34425	61,0833333333
34426	55,5833333333
34427	73,1666666667
34428	56,6666666667
34429	47,4166666667
34430	25,5833333333
34431	75,5
34432	86,5
34433	65,25
34434	27,6666666667
34435	8,3333333333
34436	4,5833333333
34437	7,8333333333
34438	9,8333333333
34439	9,25
34440	8,75
34441	14,5833333333
34442	0
34443	0
34444	0,1666666667
34445	0,1666666667
34446	0
34447	14,75
34448	47,25
34449	10,1666666667
34450	14,1666666667
34451	7,8333333333
34452	0,1666666667
34453	0
34454	0
34455	0
34456	0
34457	24,6666666667
34458	34,4166666667
34459	23,5833333333
34460	1,0833333333
34461	47
34462	16,0833333333
34463	1,75
34464	0,6666666667
34465	23,8333333333
34466	4,3333333333
34467	20,8333333333
34468	109,3333333333
34469	62
34470	45,0833333333
34471	11,1666666667
34472	32,0833333333
34473	11,25
34474	72,0833333333
34475	50,9166666667
34476	52,6666666667
34477	15,75
34478	60,9166666667
34479	29,75
34480	91,25
34481	2,8333333333
34482	4
34483	0
34484	0
34485	0
34486	46,6666666667
34487	113,3333333333
34488	19,1666666667
34489	112,4166666667
34490	9,0833333333
34491	9,6666666667
34492	0,0833333333
34493	18
34494	1,9166666667
34495	10,25
34496	5,75
34497	0
34498	0
34499	0
34500	0
34501	0
34502	0
34503	0,6666666667
34504	6,3333333333
34505	0,6666666667
34506	0
34507	0
34508	0
34509	30,8333333333
34510	82
34511	16,1666666667
34512	2,8333333333
34513	0
34514	1,4166666667
34515	0
34516	3,5833333333
34517	0
34518	0
34519	1,6666666667
34520	0
34521	7,8333333333
34522	17,5833333333
34523	28,5833333333
34524	0
34525	0
34526	0
34527	0
34528	9,25
34529	6,8333333333
34530	0
34531	1,8333333333
34532	121,3333333333
34533	51,6666666667
34534	102,75
34535	0,5
34536	0
34537	0,5
34538	0,75
34539	75,9166666667
34540	0
34541	0,75
34542	72,1666666667
34543	60,6666666667
34544	10,25
34545	47,0833333333
34546	61,6666666667
34547	2
34548	0
34549	0
34550	41,4166666667
34551	43,5
34552	22,5833333333
34553	44,9166666667
34554	17
34555	120,0833333333
34556	54,3333333333
34557	50,3333333333
34558	11,3333333333
34559	0,5
34560	0
34561	0
34562	1,5
34563	61,75
34564	33,5
34565	65,75
34566	1,4166666667
34567	5,1666666667
34568	6,25
34569	11,4166666667
34570	1,3333333333
34571	7,5
34572	7,4166666667
34573	9,5
34574	1,25
34575	0,75
34576	0
34577	43,4166666667
34578	30,5
34579	3
34580	1,5
34581	0,5833333333
34582	7,0833333333
34583	147,5833333333
34584	70,25
34585	55,3333333333
34586	105,4166666667
34587	36
34588	65,8333333333
34589	11,1666666667
34590	19,3333333333
34591	66,5
34592	52,5
34593	14,3333333333
34594	17,8333333333
34595	6,9166666667
34596	47,5
34597	77,0833333333
34598	18,1666666667
34599	18,9166666667
34600	17,75
34601	21,8333333333
34602	16,75
34603	15,3333333333
34604	1
34605	0
34606	0,1666666667
34607	5,4166666667
34608	4,9166666667
34609	29,6666666667
34610	41,3333333333
34611	3,6666666667
34612	0,25
34613	0
34614	0
34615	0
34616	0
34617	5,5
34618	0
34619	0
34620	0
34621	0
34622	0
34623	0,1666666667
34624	0
34625	1,6666666667
34626	54,9166666667
34627	5,5833333333
34628	27
34629	54,75
34630	49,6666666667
34631	31,75
34632	56,4166666667
34633	31,4166666667
34634	38,9166666667
34635	11,6666666667
34636	62,8333333333
34637	26,6666666667
34638	21
34639	0,6666666667
34640	0,9166666667
34641	0,1666666667
34642	122
34643	52,4166666667
34644	0,3333333333
34645	0,25
34646	0,25
34647	58,4166666667
34648	29,4166666667
34649	2,25
34650	22,8333333333
34651	1,5833333333
34652	30,4166666667
34653	23,4166666667
34654	0,75
34655	15,5833333333
34656	116,3333333333
34657	6,8333333333
34658	3,0833333333
34659	8,0833333333
34660	1,1666666667
34661	0
34662	0
34663	0
34664	3,75
34665	4,5
34666	0
34667	0
34668	0
34669	0
34670	0
34671	38,25
34672	82,25
34673	28
34674	1,5
34675	30,3333333333
34676	67,5833333333
34677	106,5
34678	3,25
34679	2,75
34680	0
34681	12,9166666667
34682	4
34683	0,1666666667
34684	10,5
34685	0,4166666667
34686	36,3333333333
34687	8,75
34688	1,8333333333
34689	15,5833333333
34690	0,1666666667
34691	0
34692	0
34693	0,75
34694	49,6666666667
34695	145,8333333333
34696	27,9166666667
34697	91,8333333333
34698	35,6666666667
34699	44,9166666667
34700	24,4166666667
34701	11,3333333333
34702	0
34703	0
34704	46,4166666667
34705	10,25
34706	1,0833333333
34707	46
34708	13
34709	146,3333333333
34710	11,75
34711	21,5833333333
34712	3,3333333333
34713	3,6666666667
34714	1,0833333333
34715	0
34716	32,25
34717	47,5
34718	15,75
34719	32,8333333333
34720	184,5
34721	168,5833333333
34722	42,0833333333
34723	124,4166666667
34724	134,6666666667
34725	74,1666666667
34726	101,1666666667
34727	91,1666666667
34728	86,25
34729	28,1666666667
34730	2,5833333333
34731	60,8333333333
34732	1,3333333333
34733	25,8333333333
34734	36,6666666667
34735	5,3333333333
34736	1
34737	4,75
34738	84,5
34739	13,0833333333
34740	44,75
34741	33,4166666667
34742	3,5833333333
34743	72,3333333333
34744	31,6666666667
34745	102,9166666667
34746	46,75
34747	40
34748	5,4166666667
34749	30,1666666667
34750	15,8333333333
34751	22,9166666667
34752	17,9166666667
34753	77,5
34754	76,8333333333
34755	89,9166666667
34756	6,5
34757	1,4166666667
34758	0,0833333333
34759	6
34760	68,9166666667
34761	15,6666666667
34762	12,9166666667
34763	78,1666666667
34764	19,5
34765	45,8333333333
34766	37,5
34767	0
34768	0
34769	0
34770	0
34771	0
34772	43,1666666667
34773	30
34774	23,5
34775	109,8333333333
34776	153,75
34777	90,25
34778	3,0833333333
34779	1,3333333333
34780	0
34781	0
34782	0
34783	5,8333333333
34784	43,1666666667
34785	78,1666666667
34786	80,3333333333
34787	8,6666666667
34788	0
34789	21,25
34790	1,6666666667
34791	0
34792	0
34793	0
34794	0
34795	0,0833333333
34796	0
34797	0
34798	0,75
34799	0,25
34800	0
34801	3,1666666667
34802	0
34803	0
34804	7,6666666667
34805	3,6666666667
34806	39,8333333333
34807	122,0833333333
34808	51,5
34809	6,3333333333
34810	81,5
34811	4,0833333333
34812	41,0833333333
34813	58,8333333333
34814	61
34815	62,5833333333
34816	1
34817	0
34818	68,5833333333
34819	0,3333333333
34820	0
34821	0
34822	0
34823	0
34824	0
34825	0
34826	0
34827	2,9166666667
34828	0,4166666667
34829	0
34830	0,1666666667
34831	167,6666666667
34832	64,9166666667
34833	0
34834	3,9166666667
34835	164,9166666667
34836	72,75
34837	50,5833333333
34838	1,5
34839	0
34840	0
34841	0
34842	0
34843	5,75
34844	71,4166666667
34845	13,5
34846	0,1666666667
34847	68,1666666667
34848	29,6666666667
34849	43,9166666667
34850	5,8333333333
34851	4,8333333333
34852	2,25
34853	41,6666666667
34854	53,25
34855	16,3333333333
34856	0,75
34857	41,5
34858	9,1666666667
34859	1,5833333333
34860	7,4166666667
34861	9
34862	29,1666666667
34863	17,75
34864	5,8333333333
34865	3,25
34866	0,25
34867	32,75
34868	11,3333333333
34869	0
34870	1
34871	21,9166666667
34872	0
34873	0,5
34874	6,5833333333
34875	0,25
34876	0
34877	0
34878	0
34879	0
34880	0
34881	48,3333333333
34882	169,1666666667
34883	32,25
34884	0
34885	0
34886	0
34887	0
34888	1,5
34889	1,5
34890	61,8333333333
34891	31,3333333333
34892	0
34893	9
34894	21,3333333333
34895	61,5
34896	23,4166666667
34897	4,5
34898	0
34899	0,1666666667
34900	0
34901	1,1666666667
34902	91,4166666667
34903	0
34904	0
34905	0
34906	19,8333333333
34907	19,1666666667
34908	0,6666666667
34909	0,3333333333
34910	0
34911	4
34912	0
34913	0
34914	0
34915	0
34916	3,6666666667
34917	129,4166666667
34918	164,5833333333
34919	9,75
34920	0
34921	0
34922	12
34923	5
34924	5
34925	0
34926	0
34927	0
34928	0
34929	0
34930	4,1666666667
34931	25,6666666667
34932	1,5
34933	1,8333333333
34934	102,4166666667
34935	6,5833333333
34936	5,25
34937	0,6666666667
34938	26,25
34939	33
34940	8,1666666667
34941	1,1666666667
34942	11,9166666667
34943	0
34944	62,5
34945	25,1666666667
34946	6,1666666667
34947	9,9166666667
34948	65,3333333333
34949	158
34950	65,8333333333
34951	11,3333333333
34952	66,5
34953	5,9166666667
34954	15,8333333333
34955	19,0833333333
34956	25,9166666667
34957	55,75
34958	35,5833333333
34959	50,5
34960	33,1666666667
34961	43
34962	4,1666666667
34963	0,3333333333
34964	0
34965	0,4166666667
34966	84,4166666667
34967	2
34968	5,3333333333
34969	71,4166666667
34970	4,8333333333
34971	0,1666666667
34972	5,9166666667
34973	8,3333333333
34974	45,5
34975	20,5833333333
34976	78
34977	6,75
34978	0,6666666667
34979	0
34980	0
34981	0
34982	0
34983	0,5
34984	0,5
34985	0
34986	0,4166666667
34987	22,9166666667
34988	0
34989	2,0833333333
34990	0,3333333333
34991	0
34992	0
34993	0
34994	0
34995	0
34996	5,3333333333
34997	6,6666666667
34998	6,8333333333
34999	18,3333333333
35000	66,4166666667
35001	50,1666666667
35002	4,6666666667
35003	0
35004	12,4166666667
35005	2,5833333333
35006	8,75
35007	0
35008	0
35009	0
35010	0
35011	0,3333333333
35012	0
35013	3,4166666667
35014	0
35015	21,1666666667
35016	1,8333333333
35017	8,9166666667
35018	60,5
35019	83,8333333333
35020	40,5833333333
35021	0,5833333333
35022	8
35023	0,6666666667
35024	14,6666666667
35025	2,6666666667
35026	0
35027	0
35028	3,25
35029	33,8333333333
35030	5,6666666667
35031	0
35032	0
35033	0
35034	7,1666666667
35035	19,4166666667
35036	16
35037	0,5
35038	1,75
35039	4,3333333333
35040	2
35041	13,75
35042	0
35043	0
35044	0,8333333333
35045	1,75
35046	1,8333333333
35047	4,0833333333
35048	5,5
35049	38,1666666667
35050	3,5
35051	0,1666666667
35052	7,5
35053	65,25
35054	74
35055	103,1666666667
35056	119,8333333333
35057	87,25
35058	14,1666666667
35059	3,0833333333
35060	0
35061	0
35062	1,5833333333
35063	67,3333333333
35064	24,9166666667
35065	9
35066	4
35067	0
35068	0,1666666667
35069	47,5
35070	91,25
35071	6,5
35072	4,5
35073	40,1666666667
35074	56,9166666667
35075	24,5833333333
35076	5,75
35077	0,4166666667
35078	0
35079	0
35080	0
35081	0
35082	0
35083	0
35084	0
35085	0
35086	47,1666666667
35087	30
35088	0,4166666667
35089	4,6666666667
35090	19,1666666667
35091	1
35092	0,9166666667
35093	1,1666666667
35094	0
35095	0,1666666667
35096	20,5
35097	6,3333333333
35098	0,5
35099	0
35100	0,0833333333
35101	2,8333333333
35102	37,25
35103	4,0833333333
35104	6,75
35105	9,5833333333
35106	32
35107	166,0833333333
35108	17,0833333333
35109	1,75
35110	0,5
35111	4,5
35112	19,0833333333
35113	121,0833333333
35114	33,5833333333
35115	13,5
35116	0,9166666667
35117	9,1666666667
35118	7,9166666667
35119	13,8333333333
35120	15,8333333333
35121	21,9166666667
35122	19,5
35123	0,1666666667
35124	0
35125	1,25
35126	8,3333333333
35127	4,75
35128	2,75
